Time(s),Input(v),Output(v),Output(m)
176.7,2.503,3.794,4.928
176.8,2.503,3.794,4.927
176.9,2.503,3.794,4.927
177,2.503,3.794,4.927
177.1,2.503,3.794,4.927
177.2,2.503,3.794,4.927
177.3,2.503,3.794,4.928
177.4,2.503,3.794,4.928
177.5,2.503,3.795,4.928
177.6,2.503,3.795,4.928
177.7,2.503,3.795,4.929
177.8,2.503,3.796,4.929
177.9,2.503,3.796,4.93
178,2.503,3.796,4.931
178.1,2.503,3.797,4.931
178.2,2.493,3.798,4.932
178.3,2.493,3.798,4.932
178.4,2.503,3.798,4.933
178.5,2.503,3.799,4.933
178.6,2.493,3.799,4.934
178.7,2.493,3.799,4.934
178.8,2.493,3.799,4.934
178.9,2.503,3.799,4.934
179,2.503,3.799,4.934
179.1,2.493,3.799,4.934
179.2,2.503,3.799,4.934
179.3,2.503,3.799,4.933
179.4,2.503,3.799,4.933
179.5,2.503,3.799,4.933
179.6,2.503,3.799,4.934
179.7,2.503,3.799,4.934
179.8,2.493,3.799,4.934
179.9,2.503,3.799,4.934
180,2.503,3.799,4.934
180.1,2.503,3.799,4.934
180.2,2.503,3.8,4.935
180.3,2.503,3.8,4.935
180.4,2.503,3.8,4.935
180.5,2.503,3.8,4.936
180.6,2.503,3.801,4.936
180.7,2.503,3.801,4.937
180.8,2.503,3.802,4.937
180.9,2.503,3.802,4.938
181,2.503,3.803,4.939
181.1,2.503,3.803,4.94
181.2,2.503,3.804,4.94
181.3,2.503,3.805,4.941
181.4,2.503,3.806,4.942
181.5,2.503,3.806,4.943
181.6,2.503,3.807,4.944
181.7,2.493,3.808,4.946
181.8,2.493,3.809,4.947
181.9,2.503,3.809,4.947
182,2.493,3.81,4.948
182.1,2.493,3.81,4.949
182.2,2.503,3.811,4.949
182.3,2.493,3.811,4.95
182.4,2.503,3.811,4.95
182.5,2.503,3.812,4.95
182.6,2.503,3.812,4.951
182.7,2.503,3.812,4.951
182.8,2.503,3.813,4.952
182.9,2.503,3.813,4.952
183,2.503,3.814,4.953
183.1,2.503,3.814,4.953
183.2,2.503,3.815,4.954
183.3,2.503,3.815,4.955
183.4,2.503,3.816,4.956
183.5,2.503,3.817,4.957
183.6,2.503,3.818,4.958
183.7,2.503,3.818,4.959
183.8,2.503,3.819,4.96
183.9,2.503,3.82,4.961
184,2.503,3.821,4.962
184.1,2.503,3.822,4.964
184.2,2.503,3.823,4.965
184.3,2.503,3.824,4.966
184.4,2.493,3.825,4.968
184.5,2.493,3.826,4.969
184.6,2.503,3.827,4.97
184.7,2.503,3.828,4.971
184.8,2.503,3.829,4.972
184.9,2.493,3.83,4.974
185,2.503,3.83,4.975
185.1,2.503,3.831,4.976
185.2,2.493,3.832,4.977
185.3,2.503,3.833,4.978
185.4,2.503,3.833,4.978
185.5,2.503,3.834,4.979
185.6,2.503,3.835,4.981
185.7,2.503,3.836,4.982
185.8,2.503,3.837,4.983
185.9,2.493,3.838,4.984
186,2.503,3.839,4.985
186.1,2.493,3.839,4.986
186.2,2.503,3.84,4.987
186.3,2.493,3.841,4.988
186.4,2.503,3.841,4.989
186.5,2.493,3.842,4.989
186.6,2.503,3.842,4.99
186.7,2.493,3.843,4.991
186.8,2.503,3.843,4.991
186.9,2.493,3.844,4.992
187,2.503,3.844,4.992
187.1,2.503,3.844,4.992
187.2,2.503,3.844,4.993
187.3,2.493,3.845,4.993
187.4,2.503,3.845,4.994
187.5,2.503,3.845,4.994
187.6,2.493,3.846,4.994
187.7,2.503,3.846,4.995
187.8,2.503,3.846,4.995
187.9,2.503,3.846,4.995
188,2.503,3.847,4.996
188.1,2.503,3.847,4.996
188.2,2.493,3.848,4.997
188.3,2.503,3.848,4.997
188.4,2.493,3.848,4.998
188.5,2.503,3.848,4.998
188.6,2.493,3.849,4.998
188.7,2.503,3.849,4.998
188.8,2.503,3.849,4.998
188.9,2.493,3.849,4.999
189,2.503,3.849,4.999
189.1,2.493,3.849,4.999
189.2,2.503,3.849,4.999
189.3,2.503,3.849,4.999
189.4,2.493,3.849,4.999
189.5,2.493,3.849,4.999
189.6,2.493,3.849,4.998
189.7,2.493,3.848,4.998
189.8,2.503,3.848,4.997
189.9,2.503,3.847,4.997
190,2.493,3.847,4.996
190.1,2.493,3.846,4.995
190.2,2.493,3.846,4.994
190.3,2.493,3.845,4.993
190.4,2.493,3.844,4.992
190.5,2.503,3.843,4.991
190.6,2.503,3.842,4.989
190.7,2.503,3.841,4.988
190.8,2.503,3.84,4.987
190.9,2.503,3.839,4.986
191,2.503,3.838,4.985
191.1,2.493,3.837,4.984
191.2,2.503,3.836,4.982
191.3,2.503,3.836,4.981
191.4,2.503,3.835,4.98
191.5,2.503,3.834,4.98
191.6,2.493,3.834,4.979
191.7,2.503,3.833,4.978
191.8,2.503,3.832,4.977
191.9,2.503,3.832,4.976
